incidentDate,state,cityOrCounty,address,killed,injured,operations: d.operations,type,age
05-Mar-16,South Dakota,Yankton,East Side Drive,1,0,N/A,Accidental,Adult
04-Mar-16,South Carolina,Rock Hill,600 block of Cauthen Street,1,1,N/A,Accidental,Adult
02-Mar-16,Hawaii,Makawao,80-90 block of Healani Street,1,0,N/A,Accidental,Adult
01-Mar-16,Texas,Corpus Christi,6300 block of Hanley Drive,1,0,N/A,Accidental,Adult
01-Mar-16,Florida,Sanford,Highlawn Avenue,1,0,N/A,Accidental,Adult
29-Feb-16,Tennessee,Apison,4724 Gates Lane,1,0,N/A,Accidental,Adult
28-Feb-16,Washington,Concrete,46000 block of Baker Loop Road,1,0,N/A,Accidental,Adult
28-Feb-16,Texas,San Antonio,9500 block of Perrin-Beitel Road,1,0,N/A,Accidental,Adult
27-Feb-16,Louisiana,Baton Rouge,7584 Prescott Drive,1,0,N/A,Accidental,Adult
27-Feb-16,Florida,Miami Gardens,2200 block of Northwest 172nd Terrace,1,0,N/A,Accidental,Adult
26-Feb-16,Indiana,Sunman,Van Wedding Road,1,0,N/A,Accidental,Adult
26-Feb-16,Iowa,Evansdale (Elk Run Heights),N/A,1,0,N/A,Accidental,Adult
26-Feb-16,South Carolina,Clearwater,244 Park Drive,1,0,N/A,Accidental,Adult
23-Feb-16,Texas,Houston,1300 block of Regal Street,1,0,N/A,Accidental,Adult
23-Feb-16,Utah,Altamont,14535 W 4000 N,1,0,N/A,Accidental,Adult
22-Feb-16,Tennessee,Greeneville,400 Y St,1,0,N/A,Accidental,Adult
21-Feb-16,Florida,Fort Lauderdale,2300 block of Northwest Ninth Court,1,0,N/A,Accidental,Adult
21-Feb-16,Indiana,Hartsville,200 block of Clinton Street,1,0,N/A,Accidental,Adult
21-Feb-16,Florida,Fountain,11601 Nonawood Road,1,0,N/A,Accidental,Adult
21-Feb-16,Mississippi,Philadelphia,Highway 16 West Pearl River Resort - Choctaw,1,0,N/A,Accidental,Adult
20-Feb-16,Utah,Box Elder (county),Route 30,1,0,N/A,Accidental,Adult
20-Feb-16,Ohio,Cleveland,N/A,1,0,N/A,Accidental,Adult
19-Feb-16,Louisiana,Baton Rouge,2138 Tennessee Street,1,0,N/A,Accidental,Adult
18-Feb-16,Louisiana,Baton Rouge,3811 Bradley Street,1,0,N/A,Accidental,Adult
17-Feb-16,Illinois,Chicago,7800 block of South Honore,1,0,N/A,Accidental,Adult
16-Feb-16,Texas,Lubbock,2538 71st St,1,0,N/A,Accidental,Adult
15-Feb-16,Michigan,Columbiaville,Peters Road and Flint River Road,1,0,N/A,Accidental,Adult
15-Feb-16,Vermont,Cuttingsville (Shrewsbury),6718 Cold River Road,1,0,N/A,Accidental,Adult
15-Feb-16,Michigan,Columbiaville,Peters and Flint River roads,1,0,N/A,Accidental,Adult
14-Feb-16,Michigan,Battle Creek,23 Highway Street,1,0,N/A,Accidental,Adult
13-Feb-16,Nevada,Las Vegas,Buffalo and Vegas Drive,1,0,N/A,Accidental,Adult
13-Feb-16,Wisconsin,Milwaukee,3000 block of West Wisconsin Avenue,1,0,N/A,Accidental,Adult
13-Feb-16,Ohio,Cincinnati,3262 Tulsa Court,1,0,N/A,Accidental,Adult
11-Feb-16,Maryland,Capitol Heights (Seat Pleasant),6700 block of James Farmer Way,1,0,N/A,Accidental,Adult
11-Feb-16,Georgia,Lawrenceville,1600 block of Balvaird Drive,1,0,N/A,Accidental,Adult
11-Feb-16,New York,Brooklyn,703 Miller Avenue,1,0,N/A,Accidental,Adult
08-Feb-16,Florida,Orlando,4700 block of Spottswood Drive,1,0,N/A,Accidental,Adult
06-Feb-16,Florida,Jacksonville,1100 block of East 15th Street,1,0,N/A,Accidental,Adult
06-Feb-16,Texas,El Indio,N/A,1,0,N/A,Accidental,Adult
06-Feb-16,Alabama,Birmingham (Irondale),2000 block of Monroe Drive,1,0,N/A,Accidental,Adult
06-Feb-16,Georgia,Madison,1580 Aqua Road,1,1,N/A,Accidental,Adult
06-Feb-16,Tennessee,Nashville,4271 Sidco Drive,1,0,N/A,Accidental,Adult
05-Feb-16,Louisiana,Addis,3600 block of East Nic Drive,1,0,N/A,Accidental,Adult
05-Feb-16,Arizona,Tucson,3000 block of South La Cholla,1,0,N/A,Accidental,Adult
04-Feb-16,Iowa,Burlington,300-block of Angular Street,1,0,N/A,Accidental,Adult
03-Feb-16,Ohio,Cleveland (Brooklyn),Ridge Road,1,0,N/A,Accidental,Adult
31-Jan-16,Alaska,Fairbanks,Geraghty Avenue,1,0,N/A,Accidental,Adult
30-Jan-16,Nevada,Las Vegas,3867 Terrazzo Avenue,1,0,N/A,Accidental,Adult
30-Jan-16,Oklahoma,Hartshorne,Lakeview Drive,1,0,N/A,Accidental,Adult
30-Jan-16,Maryland,Baltimore,400 block of N. Athol Avenue,1,0,N/A,Accidental,Adult
30-Jan-16,Georgia,Atlanta,Meadowglen Village Lane,1,0,N/A,Accidental,Adult
29-Jan-16,Alabama,Hartselle,N/A,1,0,N/A,Accidental,Adult
25-Jan-16,Texas,Baytown,4100 block of Tumbleweed,2,0,N/A,Accidental,Adult
25-Jan-16,Tennessee,Crossville,2009 N Main St,1,0,N/A,Accidental,Adult
25-Jan-16,Kentucky,White Plains,Farmers Crossing Road,1,0,N/A,Accidental,Adult
24-Jan-16,Missouri,Kennett,800 block of Emerson Street,1,0,N/A,Accidental,Adult
23-Jan-16,New York,Brooklyn,45th Street,1,0,N/A,Accidental,Adult
23-Jan-16,Alaska,Iliamna (Kokhanok),N/A,1,0,N/A,Accidental,Adult
22-Jan-16,Florida,Delray Beach (West Delray Beach),8000 block of Sawpine Drive,1,0,N/A,Accidental,Adult
22-Jan-16,Arkansas,Little Rock,211 Dortch Loop,1,0,N/A,Accidental,Adult
22-Jan-16,Virginia,Williamsburg,1300 block of Richmond Road,1,0,N/A,Accidental,Adult
22-Jan-16,Arkansas,North Little Rock,200 block of Dortch Loop,1,0,N/A,Accidental,Adult
20-Jan-16,Michigan,Flint,1300 block of Columbia Lane,1,0,N/A,Accidental,Adult
20-Jan-16,Florida,Volusia (county),Maytown Road,1,0,N/A,Accidental,Adult
20-Jan-16,Indiana,Charlestown,Sycamore Drive and Cottonwood Lane,1,0,N/A,Accidental,Adult
20-Jan-16,Louisiana,New Orleans,5600 block of Red Maple Drive,1,0,N/A,Accidental,Adult
19-Jan-16,Texas,Liberty (county),County Road 4893,1,0,N/A,Accidental,Adult
19-Jan-16,Texas,Cypress,15400 block of Redbud Berry Way,1,0,N/A,Accidental,Adult
18-Jan-16,Washington,Spokane (Spokane Valley),14121 E. Sinto,1,0,N/A,Accidental,Adult
17-Jan-16,Missouri,Saint Louis (St Louis),5300 block of Patton Ave,1,0,N/A,Accidental,Adult
17-Jan-16,Kentucky,Louisville,43rd Street and Broadway,1,0,N/A,Accidental,Adult
16-Jan-16,Louisiana,Baton Rouge,1915 Birch Street,1,0,N/A,Accidental,Adult
16-Jan-16,Texas,Houston,5203 Dumfries Drive,1,0,N/A,Accidental,Adult
15-Jan-16,Louisiana,Pineville,810 Main Street,1,0,N/A,Accidental,Adult
14-Jan-16,Maine,Windham,Brookhaven Drive,1,0,N/A,Accidental,Adult
14-Jan-16,Pennsylvania,Hummelstown,200 block of West Main Street,1,0,N/A,Accidental,Adult
12-Jan-16,Ohio,Cincinnati,1200 block of Blanchard Avenue,1,0,N/A,Accidental,Adult
12-Jan-16,Ohio,Jackson,775 Spangenburg Road,1,0,N/A,Accidental,Adult
12-Jan-16,South Carolina,Lancaster,1800 block of John Everall Road,1,0,N/A,Accidental,Adult
11-Jan-16,Michigan,Suttons Bay,First Street,1,0,N/A,Accidental,Adult
11-Jan-16,Pennsylvania,Duncannon,11D Rebecca Drive,1,1,N/A,Accidental,Adult
10-Jan-16,North Carolina,Lumberton,2200 block of Martin Luther King Jr. Drive,1,0,N/A,Accidental,Adult
09-Jan-16,Kentucky,Louisville,400 block of N. 34th Street,1,0,N/A,Accidental,Adult
09-Jan-16,Alabama,Auburn,400 block of Webster Road,1,0,N/A,Accidental,Adult
09-Jan-16,Indiana,North Liberty,67100 block of Sage Road,1,0,N/A,Accidental,Adult
09-Jan-16,Alabama,Mobile,2100 block of Agate Avenue,1,0,N/A,Accidental,Adult
09-Jan-16,North Carolina,Leland,500 block of Creekview Lane,1,0,N/A,Accidental,Adult
08-Jan-16,Illinois,Morris,2400 block of Oakland Circle,1,0,N/A,Accidental,Adult
07-Jan-16,Ohio,Mc Comb,4190 Township Road 135,1,0,N/A,Accidental,Adult
07-Jan-16,Wisconsin,Rice Lake,5 1/2 West Eau Claire Street,2,0,N/A,Accidental,Adult
06-Jan-16,Georgia,Union City,4735 Jonesboro Road,1,0,N/A,Accidental,Adult
05-Jan-16,Oregon,Cottage Grove,200 block of Sixth Street,1,0,N/A,Accidental,Adult
05-Jan-16,Mississippi,Oxford,110 Old Taylor Road,1,0,N/A,Accidental,Adult
05-Jan-16,Texas,Henderson,208 U.S. Highway 79 N,1,0,N/A,Accidental,Adult
04-Jan-16,Iowa,Delaware (county),155th Avenue,1,0,N/A,Accidental,Adult
04-Jan-16,Tennessee,Memphis,1400 block of Briercrest Lane,2,1,N/A,Accidental,Adult
04-Jan-16,Colorado,Trinidad,806 E. Goddard Avenue,1,0,N/A,Accidental,Adult
02-Jan-16,Iowa,Nashua,110 St. Lawrence Street,1,0,N/A,Accidental,Adult
02-Jan-16,Alabama,Huntsville,5000 block of Kyle Lane,1,0,N/A,Accidental,Adult
02-Jan-16,Virginia,Warsaw,Suggetts Point,1,0,N/A,Accidental,Adult
01-Jan-16,Oklahoma,Altus,1200 block of West Wingfield,1,0,N/A,Accidental,Adult
31-Dec-15,Arizona,Chandler,Loop 101 and Chandler Boulevard,1,0,N/A,Accidental,Adult
31-Dec-15,South Carolina,Gaffney,N/A,1,0,N/A,Accidental,Adult
31-Dec-15,Mississippi,Rolling Fork,68 Frontage Road,1,0,N/A,Accidental,Adult
30-Dec-15,Georgia,Lithonia,4500 block of Idlewood Park,1,0,N/A,Accidental,Adult
29-Dec-15,Florida,Saint Cloud,10th Street,1,0,N/A,Accidental,Adult
28-Dec-15,Alaska,Bethel,N/A,1,0,N/A,Accidental,Adult
27-Dec-15,Minnesota,Duluth,300 block of West Faribault Street,1,0,N/A,Accidental,Adult
26-Dec-15,Texas,Burnet,157 Harold Dr,1,0,N/A,Accidental,Adult
26-Dec-15,Arkansas,Clark (county),N/A,1,0,N/A,Accidental,Adult
24-Dec-15,Tennessee,Nashville,400 block of Wilclay Drive,1,0,N/A,Accidental,Adult
23-Dec-15,New Mexico,Rio Rancho,300 block of Aldaba Circle,1,0,N/A,Accidental,Adult
22-Dec-15,Wisconsin,Beloit,212 8th Street,1,0,N/A,Accidental,Adult
22-Dec-15,Florida,Miami,10600 block of Southwest 27th Street,1,0,N/A,Accidental,Adult
21-Dec-15,Pennsylvania,Chester (Eddystone),1200 block of Saville Ave,1,0,N/A,Accidental,Adult
21-Dec-15,Pennsylvania,Pittsburgh,200-block of Mathilda Street,3,0,N/A,Accidental,Adult
21-Dec-15,Missouri,Poplar Bluff,500 section of County Road 42222,1,0,N/A,Accidental,Adult
20-Dec-15,Pennsylvania,Eddyville,1200 block of Saville Avenue,1,0,N/A,Accidental,Adult
19-Dec-15,Louisiana,Thibodaux,117 Violet St,1,0,N/A,Accidental,Adult
19-Dec-15,Mississippi,Magee,N/A,1,0,N/A,Accidental,Adult
19-Dec-15,Nebraska,Omaha,12441 Miami St.,1,0,N/A,Accidental,Adult
18-Dec-15,Louisiana,Patterson,Grandwood Drive,1,0,N/A,Accidental,Adult
17-Dec-15,South Dakota,Lower Brule,N/A,1,0,N/A,Accidental,Adult
17-Dec-15,Illinois,Belleville,1800 block of Dalton Dr,1,0,N/A,Accidental,Adult
17-Dec-15,Michigan,Detroit,Ferguson,1,0,N/A,Accidental,Adult
16-Dec-15,Florida,Dade City,21st Street and Powerline Road,1,0,N/A,Accidental,Adult
15-Dec-15,Virginia,Front Royal,Nez Perce Way,1,0,N/A,Accidental,Adult
13-Dec-15,Mississippi,Natchez,Mount Carmel Road,1,0,N/A,Accidental,Adult
13-Dec-15,Idaho,Coeur D Alene (Coeur D'alene),N 3rd St and E Indiana Ave,1,0,N/A,Accidental,Adult
13-Dec-15,Missouri,Kansas City,Interstate 435 and Winner Road,1,0,N/A,Accidental,Adult
12-Dec-15,Oklahoma,Lawton,5214 Rogers Lane,1,0,N/A,Accidental,Adult
12-Dec-15,North Carolina,Fayetteville,6500 block of Wicklow Place,1,0,N/A,Accidental,Adult
12-Dec-15,Florida,Tampa,4611 E Whiteway Drive,1,0,N/A,Accidental,Adult
11-Dec-15,Louisiana,Terrebonne (county),Jennings Lane,1,0,N/A,Accidental,Adult
11-Dec-15,Kansas,South Hutchinson,107 East Avenue B,1,0,N/A,Accidental,Adult
10-Dec-15,Wyoming,Natrona (county),Coal Mountain Road,1,0,N/A,Accidental,Adult
10-Dec-15,Texas,Universal City,300 block of Madrid,1,0,N/A,Accidental,Adult
09-Dec-15,Illinois,Hoffman Estates,2800 block of Greens Point Parkway,1,0,N/A,Accidental,Adult
09-Dec-15,Texas,Dallas,4900 block of South Buckner Boulevard,1,0,N/A,Accidental,Adult
08-Dec-15,Washington,Puyallup,900 block of 18th Avenue Southwest,1,0,N/A,Accidental,Adult
07-Dec-15,Arkansas,Kingston,N/A,1,0,N/A,Accidental,Adult
07-Dec-15,Kansas,Jefferson (county),150th and Wallace Rd.,1,0,N/A,Accidental,Adult
05-Dec-15,Colorado,Englewood,South Santa Fe Drive,1,0,N/A,Accidental,Adult
04-Dec-15,Louisiana,Baton Rouge,2323 Spain St,1,0,N/A,Accidental,Adult
04-Dec-15,Utah,Spanish Fork (Lake Shore),N/A,1,0,N/A,Accidental,Adult
03-Dec-15,Texas,Webb (county),Farm to Market 2050 Rd,1,0,N/A,Accidental,Adult
29-Nov-15,Wisconsin,Spencer,900 block of Century Road,1,0,N/A,Accidental,Adult
29-Nov-15,Minnesota,Itasca (county),E. Natures Trail,1,0,N/A,Accidental,Adult
29-Nov-15,North Carolina,Wayne (county),Capps Bridge Road,1,0,N/A,Accidental,Adult
28-Nov-15,New York,Rome,519 West Dominick,1,0,N/A,Accidental,Adult
28-Nov-15,Georgia,Atlanta,1041 Martin Street SE,1,0,N/A,Accidental,Adult
28-Nov-15,Arkansas,Jonesboro,710 N. Caraway Road,1,0,N/A,Accidental,Adult
27-Nov-15,Florida,West Palm Beach,1601 W 37th St,1,0,N/A,Accidental,Adult
25-Nov-15,California,Paradise,Pearson Road,1,0,N/A,Accidental,Adult
25-Nov-15,Wisconsin,Hayward,Gurno Lake Road,1,0,N/A,Accidental,Adult
24-Nov-15,Ohio,Toledo,100 block of East Carleton,0,2,N/A,Accidental,Adult
23-Nov-15,Wisconsin,Mount Morris,24th Road and Brown Deer Ave,1,0,N/A,Accidental,Adult
22-Nov-15,Wisconsin,Caledonia,N/A,1,0,N/A,Accidental,Adult
21-Nov-15,Tennessee,Goodlettsville,452 Moss Trail,1,0,N/A,Accidental,Adult
21-Nov-15,Colorado,Denver,N/A,1,0,N/A,Accidental,Adult
20-Nov-15,Kansas,Overland Park,8900 block of Reeder Road,1,0,N/A,Accidental,Adult
19-Nov-15,Virginia,Bohannon,The Long Ln and Myrtle Grove Ln,1,0,N/A,Accidental,Adult
19-Nov-15,Florida,Saint Lucie (county),7160 Maidstone Dr.,1,0,N/A,Accidental,Adult
19-Nov-15,Louisiana,Saint Gabriel (Iberville),Stassi Rd.,1,0,N/A,Accidental,Adult
18-Nov-15,Arkansas,Little Rock,3401 Lamar Street,1,0,N/A,Accidental,Adult
17-Nov-15,Arkansas,Benton,Nelson Court,1,0,N/A,Accidental,Adult
16-Nov-15,Oregon,Albany,Millersburg Dr NE and Sedona Rd,1,0,N/A,Accidental,Adult
16-Nov-15,Maine,Bath,Route 1,1,0,N/A,Accidental,Adult
15-Nov-15,Pennsylvania,York,200 block of North Richland Avenue,1,0,N/A,Accidental,Adult
15-Nov-15,South Carolina,Rock Hill,Amelia Avenue,1,0,N/A,Accidental,Adult
14-Nov-15,South Dakota,Rosebud (Yankton Indian Reservation),N/A,1,0,N/A,Accidental,Adult
14-Nov-15,Arkansas,Lockesburg,376 Arkansas 24,1,0,N/A,Accidental,Adult
12-Nov-15,New York,Bronx,363 East 171st Street,1,0,N/A,Accidental,Adult
11-Nov-15,Georgia,Jackson,500 block of Carr Avenue,1,0,N/A,Accidental,Adult
09-Nov-15,Michigan,Detroit,6600 block of Barton Street,1,0,N/A,Accidental,Adult
07-Nov-15,Florida,Tampa,Church Avenue,1,0,N/A,Accidental,Adult
07-Nov-15,Wisconsin,De Pere,1107 Chicago Street,1,0,N/A,Accidental,Adult
07-Nov-15,California,Los Angeles,3500 block of Cesar Chavez Avenue,1,0,N/A,Accidental,Adult
04-Nov-15,Nebraska,Imperial,N/A,1,0,N/A,Accidental,Adult
02-Nov-15,Connecticut,Stamford,Merrell Avenue,1,0,N/A,Accidental,Adult
02-Nov-15,Tennessee,Clarksville,400 block of Georgetown Road,1,0,N/A,Accidental,Adult
01-Nov-15,Alabama,Talladega,Jackson Trace Road,1,0,N/A,Accidental,Adult
31-Oct-15,Illinois,Aurora,1300 block of Valayna Drive,1,0,N/A,Accidental,Adult
31-Oct-15,Indiana,Decatur,7400 N. Monmouth Road,1,0,N/A,Accidental,Adult
30-Oct-15,Texas,Houston,16410 North Freeway,1,0,N/A,Accidental,Adult
27-Oct-15,Georgia,Acworth,1059 Athena Court,1,0,N/A,Accidental,Adult
26-Oct-15,North Carolina,Pitt (county),Stantonsburg Road.,1,0,N/A,Accidental,Adult
26-Oct-15,North Carolina,Hendersonville,158 Golden Eagle Way,1,0,N/A,Accidental,Adult
26-Oct-15,New York,Buffalo,N/A,1,0,N/A,Accidental,Adult
26-Oct-15,Virginia,Chesterfield,8700 block of Hull Street Road,1,0,N/A,Accidental,Adult
26-Oct-15,Illinois,Decatur,100 block of South Calhoun Street,1,0,N/A,Accidental,Adult
25-Oct-15,Colorado,Colorado Springs,2800 block of Concord Street,1,0,N/A,Accidental,Adult
24-Oct-15,South Dakota,Sioux Falls,4425 W. Briggs Drive,1,0,N/A,Accidental,Adult
24-Oct-15,Arkansas,Jefferson (county),N/A,1,0,N/A,Accidental,Adult
23-Oct-15,Louisiana,Alexandria,N/A,1,0,N/A,Accidental,Adult
22-Oct-15,Kansas,Wichita,800 block of S. San Pablo,1,0,N/A,Accidental,Adult
19-Oct-15,California,Stockton,3300 block of Zamora Way,1,0,N/A,Accidental,Adult
19-Oct-15,Illinois,Champaign,600 block of West Beardsley Avenue,1,1,N/A,Accidental,Adult
19-Oct-15,Texas,Donna,500 block of South 25th Street,1,0,N/A,Accidental,Adult
18-Oct-15,Illinois,Effingham,3200 block of South Banker Street,1,0,N/A,Accidental,Adult
17-Oct-15,Ohio,Pandora,13915 Road 3,1,0,N/A,Accidental,Adult
17-Oct-15,Georgia,Dallas,400 block of Fairview Drive,1,1,N/A,Accidental,Adult
17-Oct-15,Illinois,Chicago,1000 block of North Francisco Avenue,1,0,N/A,Accidental,Adult
17-Oct-15,Idaho,Meridian,2300 block of E. Franklin Road,1,0,N/A,Accidental,Adult
26-Nov-16,Florida,Hudson,7031 Oakley Avenue,0,1,N/A,Accidental,Adult
25-Nov-16,Montana,Billings,308 6th Avenue North,0,2,N/A,Accidental,Adult
25-Nov-16,Arizona,Tucson,5850 East Broadway Blvd,0,1,N/A,Accidental,Adult
25-Nov-16,California,San Diego,4333 Home Avenue,0,2,N/A,Accidental,Adult
24-Nov-16,Pennsylvania,Philadelphia,3500 N 9th Street,0,1,N/A,Accidental,Adult
24-Nov-16,Ohio,Springfield,2106 Erie Avenue,0,1,N/A,Accidental,Adult
24-Nov-16,New York,Syracuse,100 block of Walnut Street,1,1,N/A,Accidental,Adult
24-Nov-16,New York,Glenmont,Smultz Road,0,1,N/A,Accidental,Adult
24-Nov-16,Tennessee,Greeneville,315 Midway Circle,0,1,N/A,Accidental,Adult
24-Nov-16,Kentucky,Georgetown,1001 Cherry Blossom Way,0,1,N/A,Accidental,Adult
24-Nov-16,Connecticut,New London,2 Tinker Court,0,1,N/A,Accidental,Adult
23-Nov-16,Alabama,Tuscaloosa,5501 Old Montgomery Highway,0,1,N/A,Accidental,Adult
23-Nov-16,Kentucky,Hardyville,507 North Jackson Highway,0,1,N/A,Accidental,Adult
23-Nov-16,Delaware,Newark,100 block of South Patrice Drive,0,2,N/A,Accidental,Adult
22-Nov-16,Mississippi,Ridgeland,1018 Highland Colony Pkwy #300,0,1,N/A,Accidental,Adult
22-Nov-16,Ohio,Columbus,200 block of Dana Avenue,0,1,N/A,Accidental,Adult
22-Nov-16,Arizona,Chandler,Germann Road and Alma School Road,0,2,N/A,Accidental,Adult
21-Nov-16,Florida,Pensacola,49th Avenue,0,1,N/A,Accidental,Adult
20-Nov-16,Oregon,Roseburg,17000 block of North Bank Road,0,1,N/A,Accidental,Adult
20-Nov-16,Florida,Vero Beach,962 14th Ln,0,1,N/A,Accidental,Adult
20-Nov-16,Indiana,Woodburn,2400 block of River Road,0,1,N/A,Accidental,Adult
20-Nov-16,Alabama,Mobile,3200 Pleasant Valley Rd,0,1,N/A,Accidental,Adult
20-Nov-16,Nebraska,Omaha,1875 S 75th St,0,1,N/A,Accidental,Adult
20-Nov-16,Pennsylvania,Chicora,800 block of Seven Hills Road,0,1,N/A,Accidental,Adult
19-Nov-16,Illinois,Pembroke Township,13500E block of 2000S Road,0,1,N/A,Accidental,Adult
19-Nov-16,North Carolina,Raleigh,1025 Blue Ridge Road,0,1,N/A,Accidental,Adult
18-Nov-16,Tennessee,Greeneville,9300 block of Horton Highway,0,1,N/A,Accidental,Adult
17-Nov-16,Ohio,Tipp City,480 Ginghamsburg Rd,0,1,N/A,Accidental,Adult
17-Nov-16,Idaho,Nampa,16802 Nash Lane,0,1,N/A,Accidental,Adult
16-Nov-16,Illinois,Chicago,8000 block of South Stony Island Avenue,0,1,N/A,Accidental,Adult
16-Nov-16,Kentucky,Madisonville,Highway 41-A,0,1,N/A,Accidental,Adult
16-Nov-16,Florida,Loxahatchee,11800 block of Seminole Pratt Whitney Road,0,1,N/A,Accidental,Adult
16-Nov-16,Mississippi,Marion (county),N/A,0,1,N/A,Accidental,Adult
16-Nov-16,North Carolina,Charlotte,1000 block of State St,0,1,N/A,Accidental,Adult
15-Nov-16,Ohio,Cleveland,West 43rd Street and Clark Avenue,0,1,N/A,Accidental,Adult
15-Nov-16,Louisiana,Baton Rouge,North Foster Drive,0,1,N/A,Accidental,Adult
15-Nov-16,Texas,Austin,3100 Block of Powell Lane,0,1,N/A,Accidental,Adult
15-Nov-16,Michigan,Alcona (county),N/A,0,1,N/A,Accidental,Adult
15-Nov-16,Maine,Hollis Center,490 River Road,0,1,N/A,Accidental,Adult
14-Nov-16,Utah,Orem,N/A,0,2,N/A,Accidental,Adult
14-Nov-16,Minnesota,Laporte,Osprey Drive,0,1,N/A,Accidental,Adult
14-Nov-16,Indiana,Shelbyville,N/A,0,1,N/A,Accidental,Adult
13-Nov-16,Indiana,Indianapolis,1606 E. 44th Street,0,2,N/A,Accidental,Adult
13-Nov-16,Ohio,Woodville,N/A,0,1,N/A,Accidental,Adult
13-Nov-16,Vermont,Vershire,Reed Rd,0,1,N/A,Accidental,Adult
13-Nov-16,Massachusetts,Framingham,31 Dennison Avenue,0,1,N/A,Accidental,Adult
13-Nov-16,Oregon,Lebanon,36400 block of Gore Drive,0,1,N/A,Accidental,Adult
13-Nov-16,North Carolina,Rockwell,Jennifer's Lane,0,1,N/A,Accidental,Adult
13-Nov-16,Indiana,Vevay,Ashland Cove Road,0,1,N/A,Accidental,Adult
13-Nov-16,Iowa,Afton,N/A,0,0,N/A,Accidental,Adult
13-Nov-16,New Jersey,Paterson,Fair Street,0,1,N/A,Accidental,Adult
13-Nov-16,Mississippi,Meridian,1600 block of 20th Street,0,1,N/A,Accidental,Adult
12-Nov-16,Ohio,Cleveland,2900 block of East 97th Street,0,1,N/A,Accidental,Adult
12-Nov-16,Michigan,Grand Rapids,Griggs Street,0,1,N/A,Accidental,Adult
12-Nov-16,Minnesota,Douglas (county),N/A,0,1,N/A,Accidental,Adult
12-Nov-16,Connecticut,Branford,624 West Main Street,0,1,N/A,Accidental,Adult
12-Nov-16,Massachusetts,Buzzards Bay,199 MacArthur Blvd,0,1,N/A,Accidental,Adult
11-Nov-16,New Jersey,Newark,New Jersey Turnpike,0,1,N/A,Accidental,Adult
11-Nov-16,Wisconsin,Oconto (county),N/A,0,1,N/A,Accidental,Adult
11-Nov-16,Virginia,Albemarle (county),N/A,0,1,N/A,Accidental,Adult
11-Nov-16,Alabama,Decatur,115 6th Ave NE,0,1,N/A,Accidental,Adult
11-Nov-16,Michigan,Auburn,500 W Midland Rd,0,1,N/A,Accidental,Adult
11-Nov-16,Missouri,Saint Louis,3622 Page Boulevard,0,1,N/A,Accidental,Adult
11-Nov-16,Utah,Mendon,2500 South and 5900 West,0,1,N/A,Accidental,Adult
11-Nov-16,North Carolina,Fayetteville,100 Block of Circle Court,0,1,N/A,Accidental,Adult
10-Nov-16,Kentucky,Lexington,4000 block of Airport Road,0,1,N/A,Accidental,Adult
10-Nov-16,North Carolina,Charlotte,600 block of Reeves Court,0,1,N/A,Accidental,Adult
10-Nov-16,Iowa,Madison (county),1500 block of North River Trail,0,1,N/A,Accidental,Adult
10-Nov-16,North Carolina,Bessemer City,200 block of New Moon Lane,0,1,N/A,Accidental,Adult
10-Nov-16,Wisconsin,Antigo,N/A,0,1,N/A,Accidental,Adult
09-Nov-16,Indiana,Bloomington,Patterson Drive and West Third Street,0,1,N/A,Accidental,Adult
09-Nov-16,New York,Riverhead,West Main Street,0,1,N/A,Accidental,Adult
09-Nov-16,Indiana,Lebanon,1905 Indianapolis Avenue,0,1,N/A,Accidental,Adult
09-Nov-16,Alaska,Thorne Bay,N/A,0,1,N/A,Accidental,Adult
08-Nov-16,Alabama,Birmingham (Hoover),3267 Warringwood Drive,0,1,N/A,Accidental,Adult
08-Nov-16,Nevada,Las Vegas,2800 block of Taurus Court,0,1,N/A,Accidental,Adult
07-Nov-16,Tennessee,Greeneville,95 Honey Hill Road,0,1,N/A,Accidental,Adult
07-Nov-16,North Carolina,Goldsboro,N/A,0,1,N/A,Accidental,Adult
06-Nov-16,Missouri,Kansas City,1700 block of Concord Court,0,2,N/A,Accidental,Adult
06-Nov-16,Virginia,Richmond,4300 block of Grove Avenue,0,1,N/A,Accidental,Adult
06-Nov-16,Michigan,Wexford (county),N/A,0,1,N/A,Accidental,Adult
06-Nov-16,Indiana,Posey (county),River Road,0,2,N/A,Accidental,Adult
06-Nov-16,Louisiana,Lafayette,900 block of East Simcoe Street,0,1,N/A,Accidental,Adult
06-Nov-16,North Dakota,Bismarck,4000 Block of Trenton Drive,0,1,N/A,Accidental,Adult
06-Nov-16,Alaska,Anchorage,333 W 4th Avenue,0,1,N/A,Accidental,Adult
06-Nov-16,Kentucky,Madisonville,Highway 41-A,0,1,N/A,Accidental,Adult
05-Nov-16,Georgia,Jonesboro,10000 block of Fitzgerald Road,0,1,N/A,Accidental,Adult
05-Nov-16,New Hampshire,Manchester,134 Amory Street,0,2,N/A,Accidental,Adult
05-Nov-16,North Carolina,Burlington,5612 Mt. Vernon Church Road,0,1,N/A,Accidental,Adult
05-Nov-16,Minnesota,Pelican Rapids (Cormorant),130th Avenue,0,1,N/A,Accidental,Adult
05-Nov-16,Arizona,Phoenix,55th Avenue and Clarendon,0,1,N/A,Accidental,Adult
05-Nov-16,Louisiana,New Orleans,1400 block of Independence Street.,0,1,N/A,Accidental,Adult
